#title: Polar heatmap
#x_range: 0,360
#y_range: 0,7

0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    -0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
0.671953    0.661154    0.629105    0.576837    0.506028    0.418956    0.318417    0.207645    0.090198    -0.030147    -0.149524    -0.264094    -0.370177    -0.464361    -0.543621    -0.605408    -0.647737    -0.669247    -0.669247    -0.647737    -0.605408    -0.543621    -0.464361    -0.370177    -0.264094    -0.149524    -0.030147    0.090198    0.207645    0.318417    0.418956    0.506028    0.576837    0.629105    0.661154    0.671953
0.995288    0.979294    0.931824    0.854404    0.749523    0.620552    0.471636    0.307561    0.133601    -0.044653    -0.221472    -0.391173    -0.548301    -0.687807    -0.805205    -0.896724    -0.959421    -0.991282    -0.991282    -0.959421    -0.896724    -0.805205    -0.687807    -0.548301    -0.391173    -0.221472    -0.044653    0.133601    0.307561    0.471636    0.620552    0.749523    0.854404    0.931824    0.979294    0.995288
0.802257    0.789364    0.751101    0.688697    0.604157    0.500199    0.380164    0.247911    0.107690    -0.035993    -0.178519    -0.315307    -0.441961    -0.554410    -0.649040    -0.722809    -0.773346    -0.799027    -0.799027    -0.773346    -0.722809    -0.649040    -0.554410    -0.441961    -0.315307    -0.178519    -0.035993    0.107690    0.247911    0.380164    0.500199    0.604157    0.688697    0.751101    0.789364    0.802257
0.193005    0.189904    0.180698    0.165685    0.145347    0.120337    0.091459    0.059642    0.025908    -0.008659    -0.042948    -0.075856    -0.106326    -0.133379    -0.156145    -0.173892    -0.186050    -0.192228    -0.192228    -0.186050    -0.173892    -0.156145    -0.133379    -0.106326    -0.075856    -0.042948    -0.008659    0.025908    0.059642    0.091459    0.120337    0.145347    0.165685    0.180698    0.189904    0.193005
-0.516380    -0.508081    -0.483453    -0.443285    -0.388871    -0.321957    -0.244696    -0.159570    -0.069315    0.023167    0.114905    0.202950    0.284472    0.356851    0.417760    0.465242    0.497771    0.514301    0.514301    0.497771    0.465242    0.417760    0.356851    0.284472    0.202950    0.114905    0.023167    -0.069315    -0.159570    -0.244696    -0.321957    -0.388871    -0.443285    -0.483453    -0.508081    -0.516380
-0.957861    -0.942468    -0.896783    -0.822275    -0.721338    -0.597216    -0.453900    -0.295995    -0.128577    0.042974    0.213144    0.376463    0.527683    0.661942    0.774926    0.863003    0.923342    0.954005    0.954005    0.923342    0.863003    0.774926    0.661942    0.527683    0.376463    0.213144    0.042974    -0.128577    -0.295995    -0.453900    -0.597216    -0.721338    -0.822275    -0.896783    -0.942468    -0.957861
-0.902393    -0.887891    -0.844852    -0.774658    -0.679566    -0.562633    -0.427616    -0.278855    -0.121131    0.040486    0.200801    0.354663    0.497125    0.623610    0.730051    0.813028    0.869873    0.898760    0.898760    0.869873    0.813028    0.730051    0.623610    0.497125    0.354663    0.200801    0.040486    -0.121131    -0.278855    -0.427616    -0.562633    -0.679566    -0.774658    -0.844852    -0.887891    -0.902393
-0.378753    -0.372666    -0.354602    -0.325140    -0.285228    -0.236149    -0.179479    -0.117041    -0.050841    0.016993    0.084280    0.148859    0.208654    0.261742    0.306418    0.341245    0.365104    0.377228    0.377228    0.365104    0.341245    0.306418    0.261742    0.208654    0.148859    0.084280    0.016993    -0.050841    -0.117041    -0.179479    -0.236149    -0.285228    -0.325140    -0.354602    -0.372666    -0.378753
0.341388    0.335902    0.319620    0.293064    0.257090    0.212852    0.161773    0.105495    0.045826    -0.015316    -0.075966    -0.134174    -0.188070    -0.235921    -0.276189    -0.307580    -0.329086    -0.340014    -0.340014    -0.329086    -0.307580    -0.276189    -0.235921    -0.188070    -0.134174    -0.075966    -0.015316    0.045826    0.105495    0.161773    0.212852    0.257090    0.293064    0.319620    0.335902    0.341388
