#title: polar plot without ylog
#x_range: 60, 270

0.000000 0.000000
0.063467 0.000040
0.126933 0.000081
0.190400 0.000121
0.253866 0.000162
0.317333 0.000202
0.380799 0.000242
0.444266 0.000283
0.507732 0.000323
0.571199 0.000364
0.634665 0.000404
0.698132 0.000444
0.761598 0.000485
0.825065 0.000525
0.888531 0.000566
0.951998 0.000606
1.015464 0.000646
1.078931 0.000687
1.142397 0.000727
1.205864 0.000768
1.269330 0.000808
1.332797 0.000848
1.396263 0.000889
1.459730 0.000929
1.523196 0.000970
1.586663 0.001010
1.650129 0.001051
1.713596 0.001091
1.777063 0.001131
1.840529 0.001172
1.903996 0.001212
1.967462 0.001253
2.030929 0.001293
2.094395 0.001333
2.157862 0.001374
2.221328 0.001414
2.284795 0.001455
2.348261 0.001495
2.411728 0.001535
2.475194 0.001576
2.538661 0.001616
2.602127 0.001657
2.665594 0.001697
2.729060 0.001737
2.792527 0.001778
2.855993 0.001818
2.919460 0.001859
2.982926 0.001899
3.046393 0.001939
3.109859 0.001980
3.173326 0.002020
3.236792 0.002061
3.300259 0.002101
3.363725 0.002141
3.427192 0.002182
3.490659 0.002222
3.554125 0.002263
3.617592 0.002303
3.681058 0.002343
3.744525 0.002384
3.807991 0.002424
3.871458 0.002465
3.934924 0.002505
3.998391 0.002545
4.061857 0.002586
4.125324 0.002626
4.188790 0.002667
4.252257 0.002707
4.315723 0.002747
4.379190 0.002788
4.442656 0.002828
4.506123 0.002869
4.569589 0.002909
4.633056 0.002949
4.696522 0.002990
4.759989 0.003030
4.823455 0.003071
4.886922 0.003111
4.950388 0.003152
5.013855 0.003192
5.077321 0.003232
5.140788 0.003273
5.204254 0.003313
5.267721 0.003354
5.331188 0.003394
5.394654 0.003434
5.458121 0.003475
5.521587 0.003515
5.585054 0.003556
5.648520 0.003596
5.711987 0.003636
5.775453 0.003677
5.838920 0.003717
5.902386 0.003758
5.965853 0.003798
6.029319 0.003838
6.092786 0.003879
6.156252 0.003919
6.219719 0.003960
6.283185 0.004000
