# Monitor 2D Intensity, Format: matrix  (weight):   50 bins: y/cm   50 bins: y-divergence/deg
# Data y        F(x,y)
               -4.9000      -4.7000      -4.5000      -4.3000      -4.1000      -3.9000      -3.7000      -3.5000      -3.3000      -3.1000      -2.9000      -2.7000      -2.5000      -2.3000      -2.1000      -1.9000      -1.7000      -1.5000      -1.3000      -1.1000      -0.9000      -0.7000      -0.5000      -0.3000      -0.1000       0.1000       0.3000       0.5000       0.7000       0.9000       1.1000       1.3000       1.5000       1.7000       1.9000       2.1000       2.3000       2.5000       2.7000       2.9000       3.1000       3.3000       3.5000       3.7000       3.9000       4.1000       4.3000       4.5000       4.7000       4.9000
   -2.4500   0.00000e+00  5.65507e+00  1.42597e+01  3.28054e+01  6.34675e+01  7.47932e+01  7.59059e+01  9.96794e+01  0.00000e+00  3.09550e+01  1.07277e+02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -2.3500   0.00000e+00  0.00000e+00  3.24976e+01  9.29454e+01  1.43418e+01  0.00000e+00  2.03977e+00  1.81112e+00  1.12172e+02  5.75674e+01  2.14614e+02  5.00889e+02  5.56453e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -2.2500   0.00000e+00  0.00000e+00  2.56768e+01  1.67862e+02  1.57022e+01  7.00997e+01  1.87243e+02  2.27144e+01  1.35802e+02  1.97023e+02  4.52534e+01  1.04197e+02  8.05894e+01  9.00556e+02  1.10792e+03  3.62268e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -2.1500   0.00000e+00  0.00000e+00  0.00000e+00  5.69560e+01  1.66221e+02  1.96119e+02  5.21034e-01  1.62281e+00  3.13626e+00  1.30370e+02  1.54421e+02  2.55625e+02  3.77911e+02  1.00633e+03  5.19482e+02  6.21818e+02  2.87742e+02  5.33053e+01  4.22194e-02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -2.0500   0.00000e+00  0.00000e+00  0.00000e+00  5.45496e+01  5.12472e+01  1.27579e+02  5.07441e+01  2.84578e+02  2.88132e+02  3.33965e+02  8.53766e+02  3.37138e+01  7.28426e+02  2.55168e+02  1.84994e+02  5.55393e+02  1.00522e+03  8.01182e+02  6.14066e+01  1.02201e+03  6.49558e+02  8.58998e+01  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -1.9500   0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.10727e+02  1.36695e+02  1.49846e+01  1.13407e+02  1.66245e+02  3.77729e+02  1.07114e+02  3.25395e+02  1.12071e+03  1.92820e+01  5.18801e+01  6.45915e+02  1.20455e+03  1.11628e+03  2.56140e+02  2.37296e+01  3.45031e+01  1.83723e+03  1.07993e+03  2.11368e+02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -1.8500   0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  2.22844e+01  1.76924e+02  1.71290e+01  1.85760e+02  6.14830e+02  5.09487e+02  1.86057e+02  3.00619e+02  3.62502e+02  1.06841e+03  5.57494e+02  1.19238e+03  3.97794e+02  1.07668e+03  9.95389e+02  2.38184e+03  1.01062e+03  9.62010e+02  5.39623e+02  9.18966e+02  1.93987e+01  4.66674e+02  7.56310e+02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -1.7500   0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  4.74932e+01  1.30659e+02  6.48942e+01  1.55609e+02  4.28836e+02  2.99076e+02  3.92830e+02  1.02082e+03  7.86088e+02  8.06705e+02  1.89912e+02  1.66040e+03  2.11594e+02  1.82599e+03  3.94296e+02  1.37880e+03  1.45777e+03  3.18798e+02  2.93489e+02  3.20669e+03  1.93372e+03  1.21773e+03  9.49057e+01  3.84442e+01  7.67735e+02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
   -1.6500   0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  6.08004e+02  2.72197e+02  3.83520e+02  3.54335e+02  6.02749e+02  1.58851e+03  1.87123e+02  3.32201e+02  1.22855e+03  6.07789e+02  7.59399e+02  1.93448e+03  1.42989e+03  1.69473e+03  1.22315e+03  5.80463e+02  7.44592e+02  1.47566e+03  2.22894e+03  2.26357e+03  7.66823e+02  2.01368e+02  5.06542e+01  3.45350e+01  1.52922e+02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 
