#title:3D-Lineplot example

0.000000	0.000000	0.000000
0.300000	0.286601	0.088656
0.600000	0.495201	0.338785
0.900000	0.559449	0.704994
1.200000	0.434829	1.118447
1.500000	0.106106	1.496242
1.800000	-0.408964	1.752926
2.100000	-1.060177	1.812740
2.400000	-1.769745	1.621112
2.700000	-2.440995	1.153926
3.000000	-2.969977	0.423360
3.300000	-3.258683	-0.520561
3.600000	-3.228330	-1.593074
3.900000	-2.831136	-2.682288
4.200000	-2.059095	-3.660618
4.500000	-0.948581	-4.398886
4.800000	0.419995	-4.781590
5.100000	1.927686	-4.721655
5.400000	3.427342	-4.172928
5.700000	4.757863	-3.138908
6.000000	5.761022	-1.676493
6.300000	6.299109	0.105928
6.600000	6.271535	2.056173
6.900000	5.628503	3.991234
7.200000	4.380129	5.714409
7.500000	2.599765	7.035000
7.800000	0.420852	7.788638
8.100000	-1.972708	7.856107
8.400000	-4.362025	7.178631
8.700000	-6.513226	5.767832
9.000000	-8.200172	3.709066
9.300000	-9.227696	1.157426
9.600000	-9.453003	-1.673537
9.900000	-8.802992	-4.529605
10.200000	-7.285510	-7.138722
10.500000	-4.993138	-9.236805
10.800000	-2.098763	-10.594111
11.100000	1.157020	-11.039534
11.400000	4.485796	-10.480345
11.700000	7.576877	-8.915208
12.000000	10.126248	-6.438875
12.300000	11.866211	-3.237751
12.600000	12.592876	0.423650
12.900000	12.188694	4.224420
13.200000	10.637668	7.815370
13.500000	8.031429	10.851090
13.800000	4.565245	13.023000
14.100000	0.523933	14.090262
14.400000	-3.741370	13.905472
14.700000	-7.843690	12.432478
15.000000	-11.395319	9.754318
15.300000	-14.044341	6.070131
15.600000	-15.509171	1.680957
15.900000	-15.607719	-3.034651
16.200000	-14.278234	-7.653236
16.500000	-11.589551	-11.744458
16.800000	-7.739400	-14.911126
17.100000	-3.040535	-16.827512
17.400000	2.104419	-17.272273
17.700000	7.237401	-16.152709
18.000000	11.885701	-13.517770
18.300000	15.605445	-9.558247
18.600000	18.023813	-4.593710
18.900000	18.875959	0.952989
19.200000	18.033031	6.591647
19.500000	15.518392	11.808027
19.800000	11.510172	16.110740
20.100000	6.329508	19.077404
20.400000	0.415157	20.395775
20.700000	-5.713554	19.895861
21.000000	-11.502314	17.569768
21.300000	-16.411957	13.577101
21.600000	-19.968590	8.235011
21.900000	-21.809090	1.993391
22.200000	-21.717587	-4.602869
22.500000	-19.649354	-10.961427
22.800000	-15.739521	-16.495680
23.100000	-10.295439	-20.678828
23.400000	-3.772968	-23.093824
23.700000	3.261522	-23.474507
24.000000	10.180296	-21.733881
24.300000	16.350264	-17.976620
24.600000	21.190884	-12.494256
24.900000	24.228641	-5.743078
25.200000	25.143022	1.693643
25.500000	23.799535	9.155988
25.800000	20.266441	15.965944
26.100000	14.813280	21.488991
26.400000	7.890905	25.193126
26.700000	0.094453	26.699833
27.000000	-7.887748	25.822150
27.300000	-15.334936	22.586052
27.600000	-21.558996	17.232809
27.900000	-25.967964	10.201708
28.200000	-28.122126	2.094286
28.500000	-27.777390	-6.377036
28.800000	-24.911709	-14.451532
29.100000	-19.731765	-21.388489
29.400000	-12.658917	-26.535105
29.700000	-4.295252	-29.387766
